date,rank,song,artist,last_week,peak_rank,weeks_on_board,year,decade,mb_id,mb_title,mb_artist,mb_country,mb_date,mb_score,billboard_index,text_chunk
1961-08-28,83,Quarter To Three,U.S. Bonds,27.0,1,15,1961,1960,5ea5ebac-458b-4303-931c-fa02b5c187b0,Quarter to Three,Gary U.S. Bonds,XE,2012,100.0,278,'Quarter To Three' by U.S. Bonds (1961). Billboard Hot 100 peak: #1. Country of origin: XE. Release date: 2012. Match confidence: 100/100
1967-03-04,1,Ruby Tuesday,The Rolling Stones,3.0,1,7,1967,1960,ff5bfc06-f5b7-4798-92a5-b99c9a70d926,Ruby Tuesday,The Rolling Stones,,,100.0,279,'Ruby Tuesday' by The Rolling Stones (1967). Billboard Hot 100 peak: #1. Match confidence: 100/100
1987-10-24,89,Who's That Girl,Madonna,70.0,1,16,1987,1980,2cee849c-b9ea-4769-bd75-bb76eb785105,Who's That Girl,Madonna,JP,1989,100.0,280,'Who's That Girl' by Madonna (1987). Billboard Hot 100 peak: #1. Country of origin: JP. Release date: 1989. Match confidence: 100/100
1985-08-03,1,Shout,Tears For Fears,2.0,1,8,1985,1980,d98b8ca5-5b91-4f25-b08f-eea672db658d,Shout,Tears for Fears,NL,1986,100.0,281,'Shout' by Tears For Fears (1985). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 1986. Match confidence: 100/100
1976-07-24,1,Kiss And Say Goodbye,The Manhattans,2.0,1,15,1976,1970,e8d9cffa-6f4e-4e44-8187-dc8cea307bea,Kiss and Say Goodbye,The Manhattans,NL,1989,100.0,282,'Kiss And Say Goodbye' by The Manhattans (1976). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 1989. Match confidence: 100/100
1973-09-29,1,We're An American Band,Grand Funk,2.0,1,10,1973,1970,a98efaad-fae9-41fe-a853-ccce50be0523,We’re an American Band,Grand Funk,US,2021,100.0,283,'We're An American Band' by Grand Funk (1973). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2021. Match confidence: 100/100
1959-02-23,84,"To Know Him, Is To Love Him",The Teddy Bears,43.0,1,23,1959,1950,8fc24cfc-73ee-45be-afc3-6558fbe093ab,"To Know Him, Is to Love Him",The Teddy Bears,BE,1992,100.0,284,"'To Know Him, Is To Love Him' by The Teddy Bears (1959). Billboard Hot 100 peak: #1. Country of origin: BE. Release date: 1992. Match confidence: 100/100"
1985-07-27,1,Everytime You Go Away,Paul Young,3.0,1,12,1985,1980,208d993b-4027-46a9-ae97-d41fe2d80a91,Everytime You Go Away,Paul Young,CA,2000,100.0,285,'Everytime You Go Away' by Paul Young (1985). Billboard Hot 100 peak: #1. Country of origin: CA. Release date: 2000. Match confidence: 100/100
1975-04-05,68,Fire,Ohio Players,59.0,1,17,1975,1970,a1fb9045-6712-4f82-8ab3-4b0b53c9a7bc,Fire,Ohio Players,US,2004-02-04,100.0,286,'Fire' by Ohio Players (1975). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2004-02-04. Match confidence: 100/100
1972-10-21,33,Black & White,Three Dog Night,21.0,1,11,1972,1970,81793503-8f13-4b92-a2fd-02d1705cdf48,Black and White,Three Dog Night,DE,1997,100.0,287,'Black & White' by Three Dog Night (1972). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 1997. Match confidence: 100/100
1961-08-07,36,Moody River,Pat Boone,22.0,1,15,1961,1960,300518a2-9782-448e-aa67-5e8e6d804fa1,Moody River,Pat Boone,,,100.0,288,'Moody River' by Pat Boone (1961). Billboard Hot 100 peak: #1. Match confidence: 100/100
1973-10-27,1,Midnight Train To Georgia,Gladys Knight And The Pips,5.0,1,9,1973,1970,b70b9343-f0e5-49c6-80bb-a5b4122d3e61,Midnight Train to Georgia,Gladys Knight & the Pips,US,2003,100.0,289,'Midnight Train To Georgia' by Gladys Knight And The Pips (1973). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2003. Match confidence: 100/100
1987-10-03,99,Alone,Heart,96.0,1,21,1987,1980,75bc2bc8-f666-4a83-ac7a-24794aa27b50,Alone,Heart,AF,2015-09-22,100.0,290,'Alone' by Heart (1987). Billboard Hot 100 peak: #1. Country of origin: AF. Release date: 2015-09-22. Match confidence: 100/100
1987-10-03,88,I Still Haven't Found What I'm Looking For,U2,63.0,1,17,1987,1980,c041bd32-db1b-4c5e-af6f-32f8bb66ed4f,I Still Haven't Found What I'm Looking For,U2,,,100.0,291,'I Still Haven't Found What I'm Looking For' by U2 (1987). Billboard Hot 100 peak: #1. Match confidence: 100/100
1976-09-04,1,You Should Be Dancing,Bee Gees,2.0,1,10,1976,1970,13c331be-063e-4263-b236-8b8385b20553,You Should Be Dancing,Bee Gees,IT,1990,100.0,292,'You Should Be Dancing' by Bee Gees (1976). Billboard Hot 100 peak: #1. Country of origin: IT. Release date: 1990. Match confidence: 100/100
1975-03-22,78,You're No Good,Linda Ronstadt,45.0,1,16,1975,1970,ece6e2e3-cfa4-46d1-a45d-57fcadc30571,You’re No Good,Linda Ronstadt,US,1997,100.0,293,'You're No Good' by Linda Ronstadt (1975). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1997. Match confidence: 100/100
1973-10-20,1,Angie,The Rolling Stones,5.0,1,7,1973,1970,b787972d-53b4-45ab-a0a1-ce741e04aff0,Angie,The Rolling Stones,US,2011-10-18,100.0,294,'Angie' by The Rolling Stones (1973). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2011-10-18. Match confidence: 100/100
1985-09-07,1,St. Elmo's Fire (Man In Motion),John Parr,2.0,1,12,1985,1980,0eb2c02f-adee-433a-aeaf-a73779045ba3,St. Elmo’s Fire (Man in Motion),John Parr,,,100.0,295,'St. Elmo's Fire (Man In Motion)' by John Parr (1985). Billboard Hot 100 peak: #1. Match confidence: 100/100
1972-10-14,43,Alone Again (Naturally),Gilbert O'Sullivan,27.0,1,18,1972,1970,e6fc6392-54d7-45e7-9262-130c6be17c97,Alone Again (Naturally),Gilbert O’Sullivan,IE,2012,100.0,296,'Alone Again (Naturally)' by Gilbert O'Sullivan (1972). Billboard Hot 100 peak: #1. Country of origin: IE. Release date: 2012. Match confidence: 100/100
1969-05-24,1,Get Back,The Beatles With Billy Preston,3.0,1,3,1969,1960,beaf49d4-c864-4141-9ce0-162e16778d87,Get Back,The Beatles,GB,1989,100.0,297,'Get Back' by The Beatles With Billy Preston (1969). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 1989. Match confidence: 100/100
1971-07-17,31,Brown Sugar,The Rolling Stones,13.0,1,12,1971,1970,31e6ad94-de7d-4175-abe6-b9fed5ac6369,Brown Sugar,The Rolling Stones,IT,1991,100.0,298,'Brown Sugar' by The Rolling Stones (1971). Billboard Hot 100 peak: #1. Country of origin: IT. Release date: 1991. Match confidence: 100/100
1982-01-09,100,Endless Love,Diana Ross & Lionel Richie,95.0,1,27,1982,1980,14f9b359-d1a7-4871-bf70-f21b0cfaa998,Endless Love,Diana Ross,US,2002-01-15,100.0,299,'Endless Love' by Diana Ross & Lionel Richie (1982). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2002-01-15. Match confidence: 100/100
1985-08-24,1,The Power Of Love,Huey Lewis & The News,2.0,1,9,1985,1980,1ca46798-ef91-447f-bb2b-6edc7619e44f,The Power of Love,Huey Lewis & the News,AU,2008-05-02,100.0,300,'The Power Of Love' by Huey Lewis & The News (1985). Billboard Hot 100 peak: #1. Country of origin: AU. Release date: 2008-05-02. Match confidence: 100/100
1966-06-25,1,Paperback Writer,The Beatles,15.0,1,3,1966,1960,c53d196a-5b03-46cb-91a8-a90b03efadb0,Paperback Writer,The Beatles,AU,,100.0,301,'Paperback Writer' by The Beatles (1966). Billboard Hot 100 peak: #1. Country of origin: AU. Match confidence: 100/100
1982-01-23,97,Arthur's Theme (Best That You Can Do),Christopher Cross,75.0,1,24,1982,1980,20195d47-d7b4-4c6a-b4f3-86c94e1ce0ee,Arthur’s Theme (Best That You Can Do),Christopher Cross,AU,2017,100.0,302,'Arthur's Theme (Best That You Can Do)' by Christopher Cross (1982). Billboard Hot 100 peak: #1. Country of origin: AU. Release date: 2017. Match confidence: 100/100
1976-08-07,1,Don't Go Breaking My Heart,Elton John & Kiki Dee,5.0,1,6,1976,1970,8b72256a-f8cc-470b-9408-d9025b1b686e,Don’t Go Breaking My Heart,Elton John,US,2004-11-16,100.0,303,'Don't Go Breaking My Heart' by Elton John & Kiki Dee (1976). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2004-11-16. Match confidence: 100/100
1985-10-12,1,Oh Sheila,Ready For The World,3.0,1,11,1985,1980,88f65ec0-6cc7-4c91-bd28-ccc2d32730c6,Oh Sheila,Ready for the World,GB,1985-10,100.0,304,'Oh Sheila' by Ready For The World (1985). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 1985-10. Match confidence: 100/100
1961-07-31,40,Running Scared,Roy Orbison,30.0,1,17,1961,1960,9ba21d81-3c35-4d5f-8671-e84cce7fa39a,Running Scared,Roy Orbison,US,1993,100.0,305,'Running Scared' by Roy Orbison (1961). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1993. Match confidence: 100/100
1965-01-23,1,Downtown,Petula Clark,4.0,1,6,1965,1960,96ec8e37-43ec-4638-9e19-1f3b375bd9f6,Downtown,Petula Clark,GB,2004-03-22,100.0,306,'Downtown' by Petula Clark (1965). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2004-03-22. Match confidence: 100/100
1976-09-25,1,Play That Funky Music,Wild Cherry,1.0,1,15,1976,1970,ea1b682c-b284-4e44-bcf2-a93fa30197dd,Play That Funky Music,Wild Cherry,NL,2007,100.0,307,'Play That Funky Music' by Wild Cherry (1976). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 2007. Match confidence: 100/100
1959-02-16,86,Tom Dooley,The Kingston Trio,53.0,1,21,1959,1950,4d890712-1ff5-4d42-bad7-71644b00382b,Tom Dooley,The Kingston Trio,,,100.0,308,'Tom Dooley' by The Kingston Trio (1959). Billboard Hot 100 peak: #1. Match confidence: 100/100
1966-01-29,40,Over And Over,The Dave Clark Five,22.0,1,12,1966,1960,391ac58a-f700-46f7-b39f-9ac6c610d161,Over and Over,The Dave Clark Five,NL,,100.0,309,'Over And Over' by The Dave Clark Five (1966). Billboard Hot 100 peak: #1. Country of origin: NL. Match confidence: 100/100
1989-08-05,1,"Batdance (From ""Batman"")",Prince,2.0,1,8,1989,1980,0f9f6769-d7b3-427a-9ac7-cae1904731d2,Mad Lovers カラオケ (マスタリング済),8#Prince,,,100.0,310,"'Batdance (From ""Batman"")' by Prince (1989). Billboard Hot 100 peak: #1. Match confidence: 100/100"
1968-03-09,25,Green Tambourine,The Lemon Pipers,14.0,1,13,1968,1960,09674d41-4a2c-4608-952c-a63048954eb4,Green Tambourine,The Lemon Pipers,US,2006,100.0,311,'Green Tambourine' by The Lemon Pipers (1968). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2006. Match confidence: 100/100
1981-10-31,87,Jessie's Girl,Rick Springfield,70.0,1,32,1981,1980,2f05ee52-4faa-4116-970c-538ad68db53d,Jessie’s Girl,Rick Springfield,US,1998-12-18,100.0,312,'Jessie's Girl' by Rick Springfield (1981). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1998-12-18. Match confidence: 100/100
1968-03-09,30,Judy In Disguise (With Glasses),John Fred And The Playboys,18.0,1,16,1968,1960,b4deb285-7d68-4359-83e2-5bf58013d043,Judy in Disguise (With Glasses),John Fred & the Playboys,DK,,100.0,313,'Judy In Disguise (With Glasses)' by John Fred And The Playboys (1968). Billboard Hot 100 peak: #1. Country of origin: DK. Match confidence: 100/100
1975-03-15,79,Please Mr. Postman,Carpenters,62.0,1,17,1975,1970,19d7c466-bbe5-4ed9-b2c3-17daa46c8956,Please Mr. Postman,Carpenters,DE,1997,100.0,314,'Please Mr. Postman' by Carpenters (1975). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 1997. Match confidence: 100/100
1958-09-29,1,It's All In The Game,Tommy Edwards,3.0,1,7,1958,1950,3201a983-a56f-42e6-8a59-a4053dcd7f38,It’s All in the Game,Tommy Edwards,US,1995,100.0,315,'It's All In The Game' by Tommy Edwards (1958). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1995. Match confidence: 100/100
1971-07-03,31,Joy To The World,Three Dog Night,12.0,1,17,1971,1970,3d30fa27-02e3-4b7f-93a0-d212c4c6ed0f,Joy to the World,Three Dog Night,US,1975-09-04,100.0,316,'Joy To The World' by Three Dog Night (1971). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1975-09-04. Match confidence: 100/100
1976-09-11,1,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,5.0,1,10,1976,1970,147e0f2d-b578-4a24-8396-d3365ebb0547,"(Shake, Shake, Shake) Shake Your Booty",KC and the Sunshine Band,JP,2000-06-28,100.0,317,"'(Shake, Shake, Shake) Shake Your Booty' by KC And The Sunshine Band (1976). Billboard Hot 100 peak: #1. Country of origin: JP. Release date: 2000-06-28. Match confidence: 100/100"
1985-09-21,1,Money For Nothing,Dire Straits,3.0,1,11,1985,1980,26d1f871-67c6-4889-a9c0-f48e38d6e932,Money for Nothing,Dire Straits,,,100.0,318,'Money For Nothing' by Dire Straits (1985). Billboard Hot 100 peak: #1. Match confidence: 100/100
1961-08-07,38,Travelin' Man,Ricky Nelson,27.0,1,16,1961,1960,48ac7a5f-98f0-42bc-802f-937cf6471c1c,Travelin’ Man,Ricky Nelson,NL,2001,100.0,319,'Travelin' Man' by Ricky Nelson (1961). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 2001. Match confidence: 100/100
1966-01-22,43,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,19.0,1,14,1966,1960,dd15fca3-fb8c-481c-8645-62372015a002,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,,,100.0,320,'Turn! Turn! Turn! (To Everything There Is A Season)' by The Byrds (1966). Billboard Hot 100 peak: #1. Match confidence: 100/100
1969-07-12,1,In The Year 2525,Zager & Evans,8.0,1,4,1969,1960,fd7bc4fd-db57-4dde-a52c-fe2417d5caa7,In the Year 2525,Zager & Evans,DE,2010,100.0,321,'In The Year 2525' by Zager & Evans (1969). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 2010. Match confidence: 100/100
1985-11-02,1,Part-Time Lover,Stevie Wonder,2.0,1,9,1985,1980,3ebeeae4-6825-41e6-bd3f-b91e19e49467,Part Time Lover,Stevie Wonder,JP,2020-01-15,100.0,322,'Part-Time Lover' by Stevie Wonder (1985). Billboard Hot 100 peak: #1. Country of origin: JP. Release date: 2020-01-15. Match confidence: 100/100
1959-08-24,1,The Three Bells,The Browns,7.0,1,5,1959,1950,0dd7a40e-c165-470b-b5b1-b15b51c1066f,The Three Bells,The Browns,US,2002-10-15,100.0,323,'The Three Bells' by The Browns (1959). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2002-10-15. Match confidence: 100/100
1976-10-16,1,Disco Duck (Part I),Rick Dees & His Cast Of Idiots,4.0,1,10,1976,1970,95169af1-cfe0-4681-ab77-02f2689f2170,Disco Duck (Part I Vocal),Rick Dees & His Cast Of Idiots,CA,1977,100.0,324,'Disco Duck (Part I)' by Rick Dees & His Cast Of Idiots (1976). Billboard Hot 100 peak: #1. Country of origin: CA. Release date: 1977. Match confidence: 100/100
1981-08-29,100,Medley,Stars On 45,100.0,1,21,1981,1980,3fa011d5-4d8d-4770-b585-3ab1a0e42140,Medley,Stars on 45,US,2004,100.0,325,'Medley' by Stars On 45 (1981). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2004. Match confidence: 100/100
1985-10-26,1,Saving All My Love For You,Whitney Houston,2.0,1,11,1985,1980,6954cfff-c3bb-4435-9599-d5b62c340923,Saving All My Love for You,Whitney Houston,IT,2009,100.0,326,'Saving All My Love For You' by Whitney Houston (1985). Billboard Hot 100 peak: #1. Country of origin: IT. Release date: 2009. Match confidence: 100/100
1985-10-19,1,Take On Me,a-ha,3.0,1,15,1985,1980,2aa37a8b-e90f-4d6f-8075-46a0c2d21470,Take on Me,a‐ha,,,100.0,327,'Take On Me' by a-ha (1985). Billboard Hot 100 peak: #1. Match confidence: 100/100
1976-10-09,1,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,3.0,1,20,1976,1970,21659881-c8c5-49d8-807b-5ef516197386,A Fifth of Beethoven,Walter Murphy & the Big Apple Band,GB,2004-02-09,100.0,328,'A Fifth Of Beethoven' by Walter Murphy & The Big Apple Band (1976). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2004-02-09. Match confidence: 100/100
1972-09-30,33,Brandy (You're A Fine Girl),Looking Glass,23.0,1,16,1972,1970,fd2b92db-2366-448b-96ab-dfa776b6681b,Brandy (You’re a Fine Girl),Looking Glass,AU,2002,100.0,329,'Brandy (You're A Fine Girl)' by Looking Glass (1972). Billboard Hot 100 peak: #1. Country of origin: AU. Release date: 2002. Match confidence: 100/100
1981-09-19,99,Bette Davis Eyes,Kim Carnes,93.0,1,26,1981,1980,848a19e1-7bd4-4400-85a9-a49f1fa884ad,Bette Davis Eyes,Kim Carnes,NL,2002,100.0,330,'Bette Davis Eyes' by Kim Carnes (1981). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 2002. Match confidence: 100/100
1981-09-19,94,The One That You Love,Air Supply,79.0,1,19,1981,1980,374b6fcc-2baf-4ea4-a71b-f0df2c61bc10,The One That You Love,Air Supply,GB,2007-02-22,100.0,331,'The One That You Love' by Air Supply (1981). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2007-02-22. Match confidence: 100/100
1962-05-26,1,Stranger On The Shore,Mr. Acker Bilk,2.0,1,11,1962,1960,ee4eabda-04de-4268-bbf2-652cede06b15,Stranger on the Shore,Mr. Acker Bilk,GB,1977,100.0,332,'Stranger On The Shore' by Mr. Acker Bilk (1962). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 1977. Match confidence: 100/100
1969-06-28,1,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,2.0,1,8,1969,1960,14470086-9b5f-4834-b2b3-5e2d5b975a2a,Love Theme From “Romeo & Juliet”,Henry Mancini,US,1996,100.0,333,'Love Theme From Romeo & Juliet' by Henry Mancini And His Orchestra (1969). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1996. Match confidence: 100/100
1973-11-10,1,Keep On Truckin' (Part 1),Eddie Kendricks,3.0,1,12,1973,1970,281b99fe-6f3b-4618-9d2a-418ac83f94a9,"Keep On Truckin’, Part 1",Eddie Kendricks,US,1973-07,100.0,334,'Keep On Truckin' (Part 1)' by Eddie Kendricks (1973). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1973-07. Match confidence: 100/100
1987-09-19,97,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,64.0,1,18,1987,1980,,,,,,,335,"'Shakedown (From ""Beverly Hills Cop II"")' by Bob Seger (1987). Billboard Hot 100 peak: #1"
1967-03-11,1,Love Is Here And Now You're Gone,The Supremes,2.0,1,7,1967,1960,2d3c4f5c-4f74-4ff9-8ca3-df31e1561f0e,Love Is Here and Now You’re Gone,The Supremes,,,100.0,336,'Love Is Here And Now You're Gone' by The Supremes (1967). Billboard Hot 100 peak: #1. Match confidence: 100/100
1976-11-06,1,Rock'n Me,Steve Miller,3.0,1,13,1976,1970,b9db0dfa-1361-490e-9b8d-0ab511128dff,Rock’n Me,Steve Miller,DE,2008-05-02,100.0,337,'Rock'n Me' by Steve Miller (1976). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 2008-05-02. Match confidence: 100/100
1985-11-16,1,We Built This City,Starship,5.0,1,11,1985,1980,dae1e601-acf3-488f-b51c-9456dd04bb22,We Built This City,Starship,BR,2014,100.0,338,'We Built This City' by Starship (1985). Billboard Hot 100 peak: #1. Country of origin: BR. Release date: 2014. Match confidence: 100/100
1960-05-23,1,Cathy's Clown,The Everly Brothers,2.0,1,6,1960,1960,62647bb0-8c48-46a0-b012-d9c0da1847f7,Cathy’s Clown,The Everly Brothers,XE,2012-09-07,100.0,339,'Cathy's Clown' by The Everly Brothers (1960). Billboard Hot 100 peak: #1. Country of origin: XE. Release date: 2012-09-07. Match confidence: 100/100
1981-06-27,98,Kiss On My List,Daryl Hall John Oates,87.0,1,23,1981,1980,,,,,,,340,'Kiss On My List' by Daryl Hall John Oates (1981). Billboard Hot 100 peak: #1
1975-03-01,66,Mandy,Barry Manilow,36.0,1,16,1975,1970,12cb761d-3f7f-4fa3-96dc-65eb6b6878a3,Mandy,Barry Manilow,MX,1995,100.0,341,'Mandy' by Barry Manilow (1975). Billboard Hot 100 peak: #1. Country of origin: MX. Release date: 1995. Match confidence: 100/100
1975-03-01,61,Laughter In The Rain,Neil Sedaka,33.0,1,20,1975,1970,c90568a6-573a-4313-b3d2-110bddd136f7,Laughter in the Rain,Neil Sedaka,NL,2001-10-22,100.0,342,'Laughter In The Rain' by Neil Sedaka (1975). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 2001-10-22. Match confidence: 100/100
1981-07-04,93,Morning Train (Nine To Five),Sheena Easton,86.0,1,21,1981,1980,e1898996-7926-48b1-82b9-d3b6aea5c0a2,Morning Train (Nine to Five),Sheena Easton,XE,2004,100.0,343,'Morning Train (Nine To Five)' by Sheena Easton (1981). Billboard Hot 100 peak: #1. Country of origin: XE. Release date: 2004. Match confidence: 100/100
1966-11-05,50,You Can't Hurry Love,The Supremes,25.0,1,13,1966,1960,42acfef0-2daa-43a5-9a0c-fba202d92bc5,You Can’t Hurry Love,The Supremes,,,100.0,344,'You Can't Hurry Love' by The Supremes (1966). Billboard Hot 100 peak: #1. Match confidence: 100/100
1985-11-09,1,Miami Vice Theme,Jan Hammer,2.0,1,10,1985,1980,42ccd02d-1a0a-414b-b7e3-1ab91172ffbf,Miami Vice Theme,Jan Hammer,DE,1995,100.0,345,'Miami Vice Theme' by Jan Hammer (1985). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 1995. Match confidence: 100/100
1965-02-06,1,You've Lost That Lovin' Feelin',The Righteous Brothers,2.0,1,9,1965,1960,e200bdd7-4c75-4bc6-a8b3-588afc5e3d29,You’ve Lost That Lovin’ Feelin’,The Righteous Brothers,GB,1998,100.0,346,'You've Lost That Lovin' Feelin'' by The Righteous Brothers (1965). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 1998. Match confidence: 100/100
